text,sentiment
looks to be a great morning already!,enjoyment
Got told I got a good chance at gettin the job I am so so excited .omgggg. When I come back I want too...,enjoyment
_HotSawce owwwwww! gooood morning,neutral
Nope didn't get up at 730 930 is nice also,enjoyment
"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I'm late for work",fear
"its definitely coming, hope ur ready!",neutral
The rain outside motivates me to sleep.,enjoyment
May the 4th be with you. Happy Star Wars Day!,enjoyment
Did you know its Star Wars Day today... May the 4th be with you!,fear
"would be funny to see folks leaving jazzfest nola with something like your FollowStats, but &quot;FoodStats&quot;: Gained 17lb, Lost 0",enjoyment
Hey its back!! (robluketic live &gt; ),enjoyment
"Don't worry, the bizarre will find you",neutral
"Thanks, I'm glad you liked it. It's a flower made of diamonds",enjoyment
36 years young....,neutral
"I need to check your TOS, Loic. Are you allowed to sleep? I don't remember any mention of sleep there...",fear
I'm going to; eat-homework-tv-I don't know yet...,neutral
wassup with u this morning.,neutral
- man i love your shelves! way to go diy diva!,enjoyment
"time to start unfollowing some people, i think",neutral
going to the cinema to see ghost of girlfriends past!,enjoyment
&quot;I will stumble.. I will fall down... But I will not be moved &quot;,enjoyment
"_stiller They sure DO. More than 40,000 to boot!",enjoyment
Oh I had lots put on my desk during those years I guess if they've done it to you then it would be ok to do it back lol,enjoyment
Thanks!,enjoyment
"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People",neutral
"Just got out the shower, Sitting on my towel I Hate TwitterBerry I Can't Reply To Tweets",neutral
"Back from Sweden! It was great, hot and sunshine. Now i am walking around looking red Back to the writing again!",enjoyment
it was my pleasure playing guitar for you! So fun,enjoyment
oh I see,fear
i've been using polarash7 for quite some time. Love of polar bears + my nickname + my favorite number. What about you?,neutral
c'est demain le lancement de Chinatown! pas mercredi!!!!,neutral
Nope wasn't kidding at all. Sometimes I think of you as Forest Gump (during his running years).,enjoyment
You got me. That's where I'm obviously going wrong!,sadness
I hate the exams . first time and last time in this school then i'm out ! after 10 years! yaaaay !,anger
Why kiss the feet of the people who kick you when you can be anything that you want to? morning everyone! Hope you have the best day ever,enjoyment
TEAR*,sadness
I WANT YOU ALL HERE WITH ME TOO! Ya'l shoulve gone with RM!,sadness
thanks chuck,neutral
"I'll be one of your &quot;groovy guys&quot; any time, shortie short #photofollows",enjoyment
Working technology! I love you WAZ!,fear
"salad stuff, some chillis, whatever my horti mate gives me really, think it will be fun to do",enjoyment
is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can't wait for the glenn ball!,enjoyment
"lemons? I'd favour hand grenades, with the pins removed for the cockney shite she produces!",neutral
how fun! where is the twitpic! I had purple hair once...,enjoyment
Yahoo ! Great! Always nice to hear successful stories!,enjoyment
Great job!,enjoyment
yeah i did,neutral
"Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me Xx",enjoyment
"says Finally, Im home.",enjoyment
Sounds like fun LoL. At least you still have some hair right? how was the weekend?,enjoyment
sorry missed your post earlier about Edinburgh. I am biased towards its awesomeness! Glad you enjoyed your visit,enjoyment
AHHH you follow the dark side too.. night,fear
What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs Rock climbing tomos I hope,fear
wow. sounds heavenly. we're just doing a quick drive to north carolina. i can't wait,enjoyment
"Looking at my quince pics, ahh good memories.... To be young again.... Lol #fb",enjoyment
vuelven sunny day real estate?,neutral
"I wasn't tryin to call you out, I just remember my dad ALWAYS had my ass late. He never got in trouble, I did.",fear
LivingHandy.de 2.0 - stay tuned -,sadness
"Is at Panera eating a bacon, egg and cheese with a coffee!",sadness
have a safe trip joshy poo.......you'll knock them dead at your speech,enjoyment
sounds like the muffler bearings are going bad,enjoyment
is working,neutral
this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot;Tru Calling&quot; really cool,enjoyment
"haha.. you were actually in violations of someone's trademark?! okay.. Yeah, I went to bed at 4 and I had to be up at 6. :[",fear
I should be DJing my prom! I'd do it for free...there prob gonna have a dj who's stuck in the 80's boooooo,neutral
I forget you're from Venezuela! Talking with you is like with my classmates.,neutral
"Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.",enjoyment
"Also, HAPPY STAR WARS DAY!!!",enjoyment
LAST CALL!!,neutral
In Study Hall with Brittneyy!!,enjoyment
someone really needs to make a kit like that avaialble for home use,neutral
andy!! It's great this am. About to wall over to the first day of An Event Apart! So exciiiiiiiting. How r u mate?,enjoyment
All dressed now everything,enjoyment
"todays to do list...edit, edit, edit, edit and some more editing",neutral
Watching TV Patrol for more Manny news,neutral
They are great friends of mine. I'll let you know when they are playing next and you can come along and do whatever you like,neutral
_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins) I'm glad I get to keep it,enjoyment
I'm coming in today to get my other hat and my $5 credit!,enjoyment
That's more than ok. Personally I'm very good in doing nothing,neutral
yay were all saved! Weve overcome god again!,enjoyment
"have a good day girl, ill call you later",neutral
"Yep, ah, damn, I don't wanna leave my warm doona to get a hot beverage...I guess I'll just have to make do w/o it",neutral
Watched 'The boy in the striped pj's' the other day too..one of the best films I've ever seen.,enjoyment
"made a mysql table with 150 entries wrote a shellscript for this... while-do-done, a lot of echo and a list generated by ls Videos/ &gt;list",fear
had delicious pav + bhaaji + finely chopped onion + little dash of lemon Yummy!,enjoyment
I'm pondering lunch at Shane's. I think. I can already hear people whining about it...,enjoyment
On my flight headed 2 denver...see yall in a min,enjoyment
"Apples to apples with the girls back in long island, then ihop I wish this sunburn would peace out",neutral
watching matilda with a bowl of noodles,fear
Damn I'm pass 400 updates! Haha! Tweet tweet tweet!!!!!!,neutral
How I Met Your Mother? Best show ever,enjoyment
why windows vista,neutral
Thanks! I'm going to the Laker game tonight. Sec 108. I LOVE LA!,enjoyment
Ah lol okay. Thanks,fear
"It wasn't the best flick, to be sure. I'm just ready for &quot;Star Trek&quot; now",anger
i'm pretty sure he's every main character we've ever written. that or,neutral
so technically....i havent really gotten out of bed. so i think you're right and i'm gonna stay here!,neutral
Well hopefully I'll see you both at the conference,fear
Listening to Sublime and 311 at work.. I have got to get these resumes done. Then I have design work for the Fudge Factory.,neutral
straightening my hair,fear
morning,neutral
I thought you might like that Getting ready to see me in a few weeks?,neutral
heyy sweety how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx,fear
That sounds cool! And you're paying - even better,enjoyment
where is home??,fear
hi thanks for following me. u doing much? been a long time since i last chatted to u,enjoyment
I'm glad someone slept with me last night. My doggy I would take a picture but I don't see my laptop.,enjoyment
Thank you soooo much!!! Bella,enjoyment
Awesome pics! It's a nice way to start the week,enjoyment
"I can't say I've tried, but then again, I haven't tried with a sword either Not yet, anyway.",neutral
I just LOVE it.,enjoyment
Laughing at my &quot;ah ha&quot; moment. Off to get some coffee.,enjoyment
That is messed up. I hope your day gets better.,sadness
awe thank you!! good morning to you aswell!!,neutral
_om &quot;If I should paint my fingernails green- oh and it just so happens I do paint them green...&quot; Marvelous,enjoyment
Starbucks I'm lovin' it,enjoyment
_LADYJ Good morning,neutral
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,enjoyment
I wash my dishes Like a boss!! LOL,enjoyment
I'm fine - day off actually so relaxing with laptop. Haven't done a single other thing yet.,enjoyment
and we have mega sunshine this morning!!!,enjoyment
Thanks bro.,neutral
Thanks! I registered,enjoyment
If you are new and in need of a few followers say &quot;TWEET ME&quot; Person with lowest followers will get a shout out! U have 30mins,enjoyment
Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.,neutral
"New pic.... Twitter is finally letting me change my pic. For those that missed it, Fannish Inquisition is now please follow",fear
thanks. before the major chop.,neutral
Is sick to death of doing French prep. I feel like killing a bitch. chgehcfncshvd,anger
maybe used to have. Besides without AC it's too hot to sleep,neutral
and the grease drip pan doubles as a butter dish (in a pinch),neutral
Damn. She got it on the first try.,enjoyment
im feeling the burn of the last 4 days..gonna chill play xbox and watch stuff all day,fear
"enjoying listening to the rain fall as I prepare for a conference call at work.... a meeting later today, then to relax tonight",enjoyment
of course i really hope that this would be his real twitter page! that would be soo cool,enjoyment
Apparently the BIG FEAR over the swine flu has passed. No seat on the subway for me this morning,fear
"my name is Jason, but sunshine works too.",neutral
i thought you would win! Fabulously40 have some bots on her side?,neutral
Hey nawwwww pity no show no more lol great while it lasted though aye (robluketic live &gt; ),fear
6th street was amazing this weekend!!! The wedding was fantastic.. but im really really tired at work from the long eventful weekend,enjoyment
the new T-Mobile advert in Trafalger Square looks like a lot of fun Except if there was a load of pigeons there too.,enjoyment
At the hospital today then shopping with mom Love you so much.,enjoyment
getting my morning coffee then heading to class,neutral
"Working from home today. Got the flu, not the SWINE though",fear
"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",enjoyment
have a awesome day at school!!!,enjoyment
I want chocolate!,fear
saw you walking back from starbucks. I was in the orange beetle,neutral
"Enjoy Springsteen, I'm seeing him at Glastonbury in June!! Give us a report when you get back",neutral
"gay culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",fear
"same to you bud. Kudos on your hardcore gym training, it's a great lifechanging experience, keep it up!!!",enjoyment
Nice musli bars!,enjoyment
read your blog and posted.,neutral
have a god day xx,enjoyment
_breez Yer please do! Have a good day!,enjoyment
never twittered b4 but here i am wondering what to do next...jared?!?!,enjoyment
_au my pleasure... hey it was played at my going away from nz party back in 87 lots so it is burned into my brain,enjoyment
Went outside and picked flowers with Marina! i love picking flowers haha,enjoyment
oh yeah - love his choregoraphy. the pants...not so much.,neutral
Now english academy,enjoyment
manang is back! had a great dinner! super busog :O,enjoyment
is now going to the hairdressers instead of running due to rain,neutral
will deplurk! GAH!! need to concentrate on Jap! Visit my (site) if you have time heh...,fear
"Fine thanks, not long now till Christmas....I'm excited",enjoyment
yeah I know. I need to get back into twittering. Just haven't felt it. but yes. Thank god for txtin. I would miss ya more,enjoyment
Worked out for about an hour.. nothing to hardcore. Sitting in Starbucks waiting to start work,enjoyment
Happy Monday everyone! Loving the new arrangement in my family room,enjoyment
"Okay, cool. Hope you had better dreams than you had last week.",fear
Ahh thats where i go the 6 year old fact. good old radio one! what exams do you have tomorrow?,fear
Really? I can only go in 1Direction at a time?! UGh! Gotta take authority over the time 2day! Say hello! Don't be a stranger! BeBlessed!,enjoyment
right now if be happy to win a packet of salt n vinegar crisps or a new exhaust as mine fell off on the A1 !,enjoyment
"BTW, thanks for the gifts. I'm wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!",enjoyment
Not a problem at all sis - respect due,enjoyment
"thanks for trying I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.",enjoyment
getting ready for school hopfully today is a good day,neutral
lol good times in the journalism back room...everyone else thinks we're weird now,enjoyment
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",enjoyment
hong kong is great for crazy &quot;English names&quot;. A friend works with a &quot;miss chewbacca leung&quot;,enjoyment
hmmm toughie! haha you are so alike to tom with all these questions xx,enjoyment
concert tonight chackin out and not coming tomorrow!,sadness
"i'll get my size 40's out now, straight to the post office See you later, hun",neutral
i like yours too i enjoy your photography. =],enjoyment
Can't wait to see Set Your Goals at Leeds. Lots of website work to do today and its not on my own,enjoyment
You are quite welcome Mr. Poole.,neutral
- forgot how much I like this song,enjoyment
: i love you momma,enjoyment
and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,neutral
Por Favor!!! Only need FIVE more!,enjoyment
thanks Janis,neutral
hiya late bird!!,neutral
Ok getting the pink stripey one it's the most subtle I'm a bit bored of the floral print! Ok?,enjoyment
: About 1pm. Squeaking?! Hell squeaking?! D:,anger
Good Monday morning to everyone- Hope everyone's week is off to a successful start,fear
Same also trying to get my house ready to sell... I can't believe how much crap I own !,fear
"At least you have a large vocabulary -- the benefit of being a writer Hope you're well, sister.",enjoyment
LoL! there u go..that's the spirit haha,enjoyment
Does this happen every monday?,neutral
Ar work bored...hope Tiff gets here soon then the fun can start,enjoyment
Going to IKEA with the roomie so she can shop for her apartment. IKEA is in like my top ten stores that I love,enjoyment
- Me and Ari,enjoyment
Watching Ryann!! Gonna be a grand day!!!,enjoyment
good luck with you finals!!!,enjoyment
"No offense, but have you thought about a career change?",neutral
I got a raise and praise!!!! Great way to start Monday off,enjoyment
I am loving this beautiful monday morning!,enjoyment
You're right....I'm 29 and I've heard the song a time or two,enjoyment
der maaaaster is back,neutral
I sound really Brummie lol but most of all I just hate looking at myself!,anger
"The Wilshire. (it is where I stayed last year, too",neutral
wanna go to hav my beauty sleep gdnite .. sweet dreams,enjoyment
"I promise to post new mini magical village today, the weather is perfect for it See preview here:",enjoyment
I hope to see you soon again,enjoyment
... Lol! Probably a little sweeter in the carribbean! Tropical island sounds wonderful.,enjoyment
"why, hello there How's life on the other side of the screen?",neutral
I could feel the excitement in that tweet! ;) I'll be watching the launch on NASA tv! How I love my directv! seriously.,enjoyment
"Upshot: If they want to hunt you down... uhh... well, I wish y'all the best of luck, tweeps!",neutral
Dreary bus ride home. Im rubbing my eyes out but at least I didn't spend the day in school. Over 12 hrs well spent,sadness
"_s tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer",neutral
"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs! ? ~5jq91",enjoyment
Sooo readyyy for the summerr babyyyy!!!!!!!!!,enjoyment
"_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.",neutral
Hi x Your websites soo cool i love using it Thank you,enjoyment
Star Trek in HD.... I'm impressed.... Beam me up Spotty!,enjoyment
lol get some then!! n give me one too,neutral
Todays goal: Tweet more @ work Im off to a good start but havent left the house yet. Welcome new followers! I hope your not too bored yet,enjoyment
Tell Me What Dog You Are Like -- Most &amp; IÃ¯Â¿Â½ll Tell You If You Are An Entrepreneur Or Not New Blog Post,neutral
make it 60-40 and we can talk i do smell #hugecoffeesuccess though,neutral
Getting ready for college. I had a good sleep. rainy day today. I love it.,fear
Thanks,neutral
what lol?,sadness
this my new more private acc. Will only use it for close twitter friends,neutral
Just jailbroke david's iphone in computer programming.,enjoyment
Can I have your old one?,fear
ohay clean teeth,enjoyment
"I DO know him- I loved the wolves in the wall!!! Totally awesome tip, I'll work in a tiny format but got inspiration now",enjoyment
Mode: Home Office,neutral
"It's Alright,It's Ok-Ashley Tisdale",neutral
I need a break! I NEED KITKAT! haha!,enjoyment
_v10 grax,enjoyment
One lane stop and go trafffffffic suckssss! Almost to wwork thanks to gay miinnnesota roads,fear
First steps on Twitter. Just checking,neutral
count me in,enjoyment
Blocked the acct for one of my most hated sports teams. That felt really good.,anger
The rain is good for one thing; getting dudes hoodies haha!,enjoyment
"Thanks, but the Elance course is not mine! It's .",neutral
"hahaha im broke, i need money sighh.",fear
it's monday. yayy.. need to get my demi lovato tickets before they sell out!,enjoyment
monday morning . lets whip out some code today,enjoyment
"Well good morning all, What a wonderful day in the neighborhood Thanks for all those that are now following another 60 this morning",enjoyment
- Birthday Breakfast! Yummm- chai &amp; an apple fritter,enjoyment
Good morning everyone,enjoyment
"blackberry messenger rocks! Its basically IM-ing with other BB users that u add, so like ur friends. Saves on texts",enjoyment
"hah yeah I hear that, good luck today",enjoyment
"Noo, good guys are better x",enjoyment
,enjoyment
"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",enjoyment
glad you liked the quote (Integrity...) - it was in one of my more productive moments,neutral
this time next week I will hopefully be holding my Lili in my arms!,enjoyment
weee! internet is back here at home!,neutral
"salt and vinegar, cheese and onion make your breathe smell lol xx",neutral
"Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee.",sadness
It smells like the beach from my job..,sadness
Has to be a Mac! Believe me - you won't regret it,neutral
thats funny.. actually.. i could use a haircut...might be growing it out thru August for Woodstock Anniversary Party....40 yrs,enjoyment
going to second morning of the day... just sleeping for 3-4 hours,neutral
"Yeah, I wanted to have some I was bottling, so it's sanitized and all good. It tastes like those choc. oranges.",sadness
I loveeeeee to live a - F A S T - pace lifestyle!,fear
ahaha its stuck in my head; thanxx,enjoyment
"haha you didnt see my macbook or my 24'' imac in that pic, so feel extra jealous lolll",enjoyment
"dude, I can safely say I was blown away when I heard Attics. I'll make sure I pass it on as much as I can!",neutral
thanks!! I definitely will! The next season will be rainy and it comes in two month's time!!,enjoyment
Great cover ? ~5jq9o,neutral
I must have viewed that picture of me and from saturday morning about a milling times x,enjoyment
En el colectivo jodiendo con las chicas i promisse upload photos then.,neutral
"will do it's only Ã¯Â¿Â½34.99 on play.com, so might just buy it, it certainly looks and sounds good enough! i'm excited for it lol",enjoyment
salt and vinegar,neutral
"I had recommended Harney &amp; Sons () from where I order much of my tea, I think.",enjoyment
Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!! Bella,enjoyment
I was just at Sky Harbor on Friday. How are you?,enjoyment
cheese and onion crisps are the best alice or rosalie cullen ?,fear
feeling better - did nothing yesterday but lay around. hate i missed the youth leader polar bear swim gotta love youth!,neutral
"Bumper Sticker: &quot;If you don't want to stand up for our troops, feel free to stand in front of them&quot; Thank you to all in the military",enjoyment
internship day #1 - to thee hospital i go.,neutral
What are you doing up so early?,neutral
Not any more.,neutral
Feeling pretty good this morning! Lets hope it lasts through the day,enjoyment
Going to French. Anyone want to pick me up?,enjoyment
Thank you Justin for my two dozen roses,enjoyment
death cab for cutie and slouchy barets its a good way to start the day.,enjoyment
"listening to dave barnes, getting really excited for junior senior",enjoyment
living quite so close to RAF boulmer that might not be a good thing,fear
"I blocked him too, lets hope it just goes away forever",fear
"wow, that's good",enjoyment
Get you lol what time we eating id hate to be late,enjoyment
It's soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,enjoyment
_Mcfly_xX ooh yay! let me just go accept her,enjoyment
"lol, good luck with that ;) love your vid for YBWM",enjoyment
End of the academic year brings in a lot of mood swings ... Just recovered from some serious hypertension,fear
"Salt &amp; Vinegar, dont smell as bad afterward haha!",neutral
_jonas101 WOW they're totally amazing and they're more than awesome,enjoyment
lol same here....wish there was a way to microsize everything...lol,enjoyment
May the 4th be with you too,neutral
"Really tired, and need to be up in the morning... Off to bed. Good Night All!!!",sadness
safe &amp; easy travels Mills. I'll miss u,enjoyment
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series love love love",enjoyment
Gooood morning!,enjoyment
jet lag must be soo annoyingg! im in uk timee welcome to ukkkkk are u coming to scotland at all ? xxxx,anger
I did it! I finished my first chapter summary on Care of Souls! Pray that I can have the Lords understanding! This isn't easy to do!,fear
I knew that. I attended an innovation seminar at Picnic 2007.,neutral
i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. &gt;=[ sighhh. in other news: breakfast time!!!!,sadness
salt and vinegar,neutral
"It's Monday, and I am still cleaning up the mess from Thursday night's storm. Like I wasn't busy enough this week!",anger
....got your message!!! You are such a twitter freak!,enjoyment
"You're being sooo ambiguous, no clue re:what's up? Must send me details! Oh, &amp; I'll be on tom re:the Greek &amp; tea tweet-ups!",fear
"New project, new mess",enjoyment
A new week = new legend to make.,enjoyment
Sometimes all it takes to solve our problems is a fresh morning!! Hope today is beautiful for you,enjoyment
_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out,enjoyment
"_B I don't know but they aren't worth it, only 6 people actually showed up lol",enjoyment
"Part of my Neuroanatomy take-home test. After this, IÃ¯Â¿Â½m...",neutral
Even numbers again,neutral
It's Maiko's (keyboards) birthday today! He's been a good boy. Maybe he'll get presents.,enjoyment
Best of luck to you,enjoyment
Eating pancakes What is better than a day off with Stevie-J?,neutral
Less rain more sunshine,neutral
did you find the Colossus yet?,neutral
Happy Monday!! Hope you have a great week!,enjoyment
"Morning! I saw that! Ridic! Not only insane but stupid, esp in this weather! So glad we don't have to do that!",neutral
try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,neutral
Good Morning,neutral
"I have a question for you, Ali.",neutral
"_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",enjoyment
Feel sorry for Adam Cook. Be strong for David and family,fear
Thanks! That will be you in October,neutral
Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it,neutral
I hope you have a nice sleep,neutral
at work. these five year olds are gonna keep me young.,neutral
_stiller Morning!!! Won't mind to meet you in real life Hope you'll like me too,neutral
"Oherr it's soon then, do you have plans? I had a party on saturday x",neutral
How is everyone on this fine Monday? what is everyone's opinion of the new Wolverine movie?,neutral
"cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess",neutral
"i am confident, but i still have my moments baby that's just me - La La Land - Demi Lovato",neutral
is excited to see Samantha&amp;Denise again,enjoyment
"_1999 ohh, that is so cute, fishing is so peaceful! your daughter looks so focus in what she is doing",enjoyment
*phew* Will make a note in case anyone else runs into the same issueÃ¯Â¿Â½,enjoyment
I know. Im just kidding,neutral
"thanks, Mandy! What a good sister you are. That may be true, but unfortunately my road tires can't say the same.",enjoyment
"Yeah, hope so. I'm excited",enjoyment
I always get really excited when 'Steal My Kisses' by Ben Harper comes on the ipod...great song...love the beat-boxing in the beginning,enjoyment
In gym doin it up in paddle ball!!!! xo.,neutral
LOL it's overcast but otherwise ok. I'm tired but otherwise ok,enjoyment
Would be nice if he did,neutral
- haha she looks a little like u charlie lol,enjoyment
is taking Ethan and Ryder to playgroup this morning,neutral
"i love you so much tay (: youre so amazing &lt;3 you should come to denmark, we love you here",enjoyment
"It is certainly spring in Vail, Co. It is raining and snowing! Doesn't mother nature know the mountain is closed for the ski season!",enjoyment
"so its been forever since I've tweet, just wanted to say thaty I love bill! and I hope ya'll have an amazing week",enjoyment
Writing up this lesson plan makes me remember how much I truly do love To Kill a Mockinbird. Maybe it'll be a summer read.,enjoyment
...and you're on my mind.. like all the time..,fear
thanks Todd. Enjoyed reading your blog too - I had a little cheer for good old Alfred Wallace. Curious to read your book,enjoyment
'You Are What U Eat' isn't EXACTLY true.. 'You Are What U Digest' TodayISaProsperous &amp;Productive Day! ThankUJesus! BeYEBlessed! hee hee,neutral
"No Loic, you need to build in a scheduler that lets us post while we sleep",neutral
just joined Twitter... Hiya world!,enjoyment
I like them. I mean I like what's left of them.,enjoyment
",hey wassup",fear
"She's good. Trying to suss out chap 7 when I'm not working. Trying to suss out a lot of things, but meh, you know whatever!",fear
So vacation is good so far?,enjoyment
I like that term &quot;today list&quot; - better than &quot;to-do list&quot;,neutral
"is exhausted from a great weekend, and is looking forward to this week",enjoyment
Thanks for the follow back,neutral
On my way to school!,neutral
happy anniversary then,enjoyment
Need To Go Shopping Boring Day T'day....Nothing To Dooo. College Tmro...How Fuckin' Excitin' Wish Twitter Was Simplified For Me =] &lt;3,fear
Here's a definition of network neutrality for those who may be interested,neutral
has been kinda nice break but it wont matter soon I'll be in grad school,neutral
knows its all going to sort itself out,anger
yea I was about to call you shallow but you saved yourself by saying he makes good music,enjoyment
Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,enjoyment
i bet so,neutral
"Wolverine was much fun, but Gambit was a bit disappointing. Neither smooth nor Cajun enough for my taste. Pretty though",enjoyment
Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,enjoyment
Download movie &quot;Ben 10: Alien Force&quot; cool #movie,neutral
hey Dasit thanks for the message,neutral
_Yogini _My_Soles i am sooo jealous in a good way of course. LC is awesome.,enjoyment
i've seen inkheart- i liked it too,enjoyment
there's nothing wrong with having a quiet day... it gives you more time to listen,enjoyment
"You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world You's are too amazing x",enjoyment
"Beer, Smoki and Lucky Strike...good times, good times At work...drawing stuff",enjoyment
I love when my ipod shuffles so all the good songs are all together,enjoyment
"hey there keeping me healthy sister nice to see you, have a great day",enjoyment
is at the farm doing what i do best...RIDING MY ASS OFF!!!...get at me,enjoyment
sooo long twitters! I'm off to Cuba,sadness
OMG I would sooooo make dis show number one n da ratings,neutral
I only have one day left in school My 16th is approaching,enjoyment
Hi Jeanne! I host a community dedicated to helping professional women balance their careers with the REST of their life.,neutral
"Say cheese for the camera, or throw up some Western Mass gang signs to be cool",neutral
I am sure it would be like everything else PCI where $ sets you free.,neutral
Thank you! I hope you have a great rest of your day! Have you had your afternoon coffee yet?,enjoyment
thanks for your reply. We appreciate it,neutral
awww. If I coukd send it from my phone I would. What kind of flair would you like?,enjoyment
Welcome my first German follower My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948,fear
May the 4th be with you. Happy Star Wars Day! #starwarsday #geek #dork #fb #awesome,enjoyment
no problem. i wasn't really sure what i was doing. it was some application on the twibe page.,neutral
"same here, as long as i get to watch it somewhere i'm happy",enjoyment
its probable bed time. hugs and kisses &lt;33,enjoyment
Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,neutral
No Trump casino in Vegas.,neutral
Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral
Mmmmmm.... Coffee...,enjoyment
"So it's rainy in Georgia, what do I do? Wear bright colors and hope the sun comes out! (I'm doubtful that this is going to work)",fear
"Working, Listening to music,Testing out a new singer/guitarist tonight, let's hope for the best",enjoyment
Hey my friend need some inspiration... no one can do it like you.. Thanks,enjoyment
thanks to follow. have a nice rest,neutral
and Miss Fizzy Duck loves Hive Mind too,enjoyment
my hero,enjoyment
just email em to the email i gave u thanx awesome person,enjoyment
_Willhoit Hoping your A/C is being fixed right now for you!,fear
workin a long day today... hopefully i can make some good tips,enjoyment
Taping at Cox then picking up starbucks for the office bc I am so nice,enjoyment
"may,1st success for lucas first police contact after neighborhood cruising with eggs, cream, bumf, shaving foam. love my son he`s a hero",fear
is excited about Taylor Swift on wednesday!!!,enjoyment
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",neutral
"when you get your grill taken care of this morning how about a quick shot of the hands. Don't ask why, just do it",fear
I'll be grand....,neutral
"hehe, I can almost hear out of my right ear now Can you yet?",enjoyment
_SRod Shouldn't you know your National Holidays?,neutral
HE SAID IT HE ACTUALLY SAID IT and I think I'm gonna cry now. &lt;3,sadness
Having a lazy bank holiday monday,fear
Done. Thank you,fear
staying home because I'm badass.,fear
90210 9pm I laaaaaaaaave it.,enjoyment
feeling so great!,enjoyment
. Well gotdamn girl!!! I dont know what else!!!! I'm sleepy again! Grrr,enjoyment
Round two of Vega: Vanilla Chai flavor. Just realized that I have only 45 days left,sadness
Thank you!,enjoyment
Shiyet! Umulan din.,neutral
time to lie in bed and watch tv,fear
"_ladie haha, I've got my camera and lenses ready!",neutral
Just got confirmed that itÃ¯Â¿Â½s pizza-time with some ex co-workers on friday...looking forward to it,enjoyment
Goodmorning,enjoyment
S-a reparat Mac-ul. Ieiii! M-am saturat sa car kg multe dupa mine,neutral
I'm yet holdin' on.,fear
here I am!,enjoyment
"we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",enjoyment
So that is different than normal how?,neutral
OMG! i'm almost done with the last block on this quilt! Just a few hours of work left i can't wait to meet my goal,enjoyment
my mate megan is the best thing since sliced bread. i loveeee her,enjoyment
"main event has not happened yet, but he is doing well so far",enjoyment
.. IN SWEATERS,enjoyment
whahahah thank you,neutral
It's xo,neutral
"Monday, Monday. Mr. Cade is home on the couch &amp; I have lots to do today!",enjoyment
Interesting Combination Have a great one ;),fear
Did you end up finding something good and cheap for breakfast?,fear
"Sorry for the apparent spamming today, followers. Trying to follow through on a request from a friend.",fear
"yay, Me and Linn and the Globe and Green Day and just...",neutral
most of the time,neutral
"For every kiss you give me, I'll give you three -",enjoyment
cheese and onion! or as my father says 'cheese and minging',neutral
